"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Text","At Higher Levels"
"蓝纱一梦","TCE","106","7环","10 分钟","6 hours","咒法","20 尺","声音, 姿势, 材料 (来自目标世界的一个魔法物品或一个自愿生物)","","吟游诗人, 吟游诗人, 术士, 术士, 法师, 法师, 邪术师, 邪术师","你与最多 8 个自愿生物在法术持续时间内进入昏迷，并梦见物质位面中的另一处世界，比如奥斯、托瑞尔、克莱恩或艾伯伦。如果这道法术持续到了其完整的持续时间，梦境会在你们所有人相遇，并拉开一面神秘的蓝色幕帘时停止。这道法术随后结束，并将你们物质和精神上传送到梦境所在的世界。要施展这道法术，你必须拥有一件源自目标世界的魔法物品，且你也必须知道这个世界的存在，即便你不知道那个世界的具体名字。你在另一个世界的目的地是该魔法物品创造地点周围 1 里内的安全地点。此外，如果其中一个受术目标出生在另一个世界，你也可以施展这道法术，但目的地变为该生物出生地 1 里内的安全地点。如果有一个生物受到任何伤害，则此法术在该生物上提前结束，该生物不会被传送。如果你受到任何伤害，则你和其他所有生物上的此法术会提前结束，你们都不会被传送。",""
"虔诚护盾","PHB'14","275","1环","1 附赠动作","Concentration, up to 10 minutes","防护","60 尺","声音, 姿势, 材料 (一小块写有神圣文字的羊皮纸)","圣武士, 牧师","","围绕着施法距离内你指定的一个生物出现一片闪着微光的魔法力场。使目标在法术持续时间内 AC 获得+2 加值。",""
"虔诚护盾","PHB'24","316","1环","1 附赠动作","Concentration, up to 10 minutes","防护","60 尺","声音, 姿势, 材料 (一张祈祷卷轴)","圣武士, 牧师","","一个闪烁的领域环绕着你射程内你选择的一个生物，在其持续时间内为其AC提供+2的加值。",""
"虚假生命","PHB'14","239","1环","1 动作","1 hour","死灵","自身","声音, 姿势, 材料 (少量酒或蒸馏酒精)","奇械师, 术士, 法师","","你从死灵法术中获得了额外的生命力。在法术持续时间内，你获得 1d4 + 4 的临时生命值。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，其给予的临时生命值就增加 5。"
"虚假生命","PHB'24","271","1环","1 动作","Instantaneous","死灵","自身","声音, 姿势, 材料 (一滴酒精)","奇械师, 术士, 法师","","你获得2d4 + 4点临时生命值。"," 升环施法效应. 对于每个高于1级的法术位，你获得5点额外的临时生命值。"
"虫群孳生","XGE","158","戏法","1 动作","Instantaneous","咒法","30 尺","声音, 姿势, 材料 (一只活跳蚤)","德鲁伊, 德鲁伊, 术士, 术士, 法师, 法师, 邪术师, 邪术师","","你令一个处于距离内、你能看见的生物身上暂时性的出现螨虫、跳蚤、和其他寄生虫。目标必须通过一次体质豁免检定，否则受到1d6点毒素伤害并且向着一个随机的方向移动5尺，只要它可以移动并且有至少 5 尺的速度。投d4决定方向：1，北；2，南；3，东；4，西。这个移动不会引发借机攻击，并且如果移动的方向被阻挡，目标将不会移动。当你达到5级（4d6）、11级（2d6）和17级（3d6）时，该法术的damage增加1d6。",""
"虹光喷射","PHB'14","267","7环","1 动作","Instantaneous","塑能","自身 (60-尺 锥形)","声音, 姿势","术士, 法师","吟游诗人","八条多彩射线从你的手上闪出。每条射线颜色不同且具有不同的威力和作用。在 60 尺锥状区域内的每个生物必须进行一次敏捷豁免同时掷一次 d8 决定生效哪种颜色的射线。 1-红. 目标豁免失败时受 10d6 的火焰伤害，成功则伤害减半。 2-橙. 目标豁免失败时受 10d6 的强酸伤害，成功则伤害减半。 3-黄. 目标豁免失败时受 10d6 的闪电伤害，成功则伤害减半。 4-绿. 目标豁免失败时受 10d6 的毒素伤害，成功则伤害减半。 5-蓝. 目标豁免失败时受 10d6 的冷冻伤害，成功则伤害减半。 6-靛. 目标豁免失败时受束缚。它必须在其每回合结束时进行一次体质豁免。三次豁免成功后法术终止。三次豁免失败后目标将永久陷入石化状态。成功或失败的豁免不需要连续，只需记下两边的数量直至其中一种达到三次。 7-紫. 目标豁免失败时陷入目盲。其必须在你下一回合开始时进行一次感知豁免。豁免成功则目盲状态终止。豁免失败则该生物被传送到另一个 DM 指定的位面并且不再目盲。（典型情况是不在家乡位面的生物被驱逐回家，而其他生物通常会被传送到星界或以太位面。） 8-特殊. 目标被两条射线打中。再掷两次，结果为 8 时再重掷。",""
"虹光喷射","PHB'24","307","7环","1 动作","Instantaneous","塑能","自身 (60-尺 锥形)","声音, 姿势","吟游诗人, 术士, 法师","","八道光线从你处以60英尺的锥形射出。每个在锥形区域内的生物都必须进行一次敏捷豁免。对于每个目标，掷1d8来决定哪种颜色的射线影响它，参考""棱镜射线""表格。棱镜射线1d8射线。1红色。 失败豁免： 12d6 火焰伤害。成功的豁免： 伤害减半。2橙色。 失败豁免： 12d6 酸液伤害。成功的豁免： 伤害减半。3黄色。 失败豁免： 12d6 闪电伤害。成功的豁免： 伤害减半。4绿色。 失败豁免： 12d6 毒素伤害。成功的豁免： 伤害减半。5蓝色。 失败豁免： 承受12d6点寒冷伤害。成功的豁免： 承受一半的伤害。6靛蓝色。 失败豁免： 目标获得束缚状态，并在其每个回合结束时进行一次体质豁免检定。如果它成功豁免三次，该状态结束。如果它失败三次，它将获得石化状态，直到被像高等复原术法术这样的效果解除。成功和失败不必连续；在目标累积到三种相同结果之前，需要跟踪两者。7紫罗兰色。 失败豁免： 目标获得目盲状态，并在你的下一回合开始时进行一次智慧豁免。如果豁免成功，该状态结束。如果豁免失败，该状态结束，生物被传送到另一个存在平面（由DM选择）。8特殊。 目标被两道射线击中。掷骰两次，任何8点都重掷。",""
"虹光法墙","PHB'14","267","9环","1 动作","10 minutes","防护","60 尺","声音, 姿势","法师","吟游诗人","由光构成的闪光多彩平面形成一幅不透光的墙壁。墙壁垂直于地面，其至多长 90 尺，高 30 尺，厚 1 寸，并以施法距离内你能看见的一点为源点。你也可以将此墙塑造成一个直径至多 30 尺的球体，并以施法距离内你能看到的一点为中心。法墙在法术持续时间内维持在原地。如果定位法墙位置时可能使其穿过有生物占据的空间，则本次施法失败，而你的动作和法术位仍然会被浪费。法墙延伸出 100 尺的明亮光照外加 100 尺的微光光照。你和施放该法术时指定的生物可以穿过法墙或停留在法墙附近而不受伤害。如果其他能看见法墙的生物移动到距墙 20 尺内区域或在该处开始其回合，则该生物必须进行一次体质豁免，豁免失败则陷入 1 分钟的目盲状态。法墙由七层组成，每层都有不同颜色。生物试图进入或穿过法墙时，将一层层穿过法墙所有的光层。其每穿过一层就必须进行一次敏捷豁免，豁免失败则受下列光层特性影响。法墙可以被摧毁，不过也必须由红到紫的顺序一次一个光层的通过具体每层。某个光层一旦被摧毁则其在法术持续时间内保持被摧毁状态。反魔法场 无法对法墙生效。 红. 生物豁免失败时受到10d6的火焰伤害，豁免成功则伤害减半。此光层存在时，非魔法远程攻击无法穿过法墙。光层受至少 25 点冷冻伤害时被摧毁。 橙. 生物豁免失败时受到10d6的强酸伤害，豁免成功则伤害减半。此光层存在时，魔法远程攻击不能穿过法墙。光层受强风吹袭后被摧毁。 黄. 生物豁免失败时受到 10d6的闪电伤害，豁免成功则伤害减半。光层受至少 60 点力场伤害时被摧毁。 绿. 生物豁免失败时受到10d6的毒素伤害，豁免成功则伤害减半。光层在受法术穿墙术，或者其它相同或更高环阶法术在固态表面开口的效应影响时被摧毁。 蓝. 生物豁免失败时受到10d6的冷冻伤害，豁免成功则伤害减半。光层受至少 25 点火焰伤害时被摧毁。 靛. 生物豁免失败时受束缚。其每回合结束时进行一次体质豁免。三次豁免成功后法术终止。三次豁免失败后目标将永久陷入石化状态。成功或失败的豁免不需要连续，只需记下两边的数量直至其中一种达到三次。此光层存在时法术无法穿过。光层受昼明术，或者其他相同或更高环阶法术发出的明亮光线照射时被摧毁。 紫. 生物豁免失败时陷入目盲。其必须在你下一回合开始时进行一次感知豁免。豁免成功则目盲状态终止。豁免失败则该生物被传送到另一个 DM 指定的位面并且不再目盲。（典型情况是不在家乡位面的生物被驱逐回家，而其他生物通常会被传送到星界或以太位面。）该光层在受法术解除魔法，或者其他类似的相同或更高环阶法术所产生的终止法术魔法效应的影响时被摧毁。",""
"虹光法墙","PHB'24","308","9环","1 动作","10 minutes","防护","60 尺","声音, 姿势","吟游诗人, 法师","","一道闪烁着多彩光芒的平面光墙在射程内的一个点为中心形成一道垂直不透明的墙——长达90英尺，高30英尺，厚1英寸。或者，你可以将墙塑造成一个以射程内的一个点为中心，直径最多30英尺的球体。墙持续时间为持续时间。如果你将墙放置在被生物占据的空间中，法术会立即结束，且无效果。这堵墙在100英尺内发出明亮光照，并在额外的100英尺内发出微光光照。你和你施法时指定的生物可以在不受伤的情况下穿过并靠近墙壁。如果另一个能看到墙壁的生物在20英尺内移动或在其上开始自己的回合，该生物必须成功进行一次体质豁免，否则将处于目盲状态1分钟。这堵墙由七层组成，每层颜色不同。当一个生物伸手触摸或穿过墙壁时，它需要逐层通过所有层。每一层都迫使生物进行一次敏捷豁免，否则将受到该层属性的影响，如""棱镜层""表格中描述的那样。这堵墙具有AC 10，可以通过特定于每一层的方法，按从红色到紫色的顺序逐层摧毁。如果一层被摧毁，它在持续时间内就消失了。反魔法场对这堵墙没有效果，而解除魔法只能影响紫色层。由光构成的闪光多彩平面形成一幅不透光的墙壁。墙壁垂直于地面，其至多长90英尺，高30英尺，厚1英寸，并以施法距离内你能看见的一点为源点。你也可以将此墙塑造成一个直径30英尺的球体，并以施法距离内你能看到的一点为中心。法墙在法术持续时间内维持在原地。如果定位法墙位置时可能使其穿过有生物占据的空间，则本次施法失败，而你的动作和法术位仍然会被浪费。法墙延伸出100英尺的明亮光照外加100英尺的微光光照。你和施放该法术时指定的生物可以穿过法墙或停留在法墙附近而不受伤害。如果其他能看见法墙的生物移动到距墙20英尺内区域或在该处开始其回合，则该生物必须进行一次体质豁免，豁免失败则陷入1分钟的目盲状态。法墙由七层组成，每层都有不同颜色。生物试图进入或穿过法墙时，将一层层穿过法墙所有的光层。其每穿过一层就必须进行一次敏捷豁免，豁免失败则受下列光层特性影响。法墙可以被摧毁，不过也必须由红到紫的顺序一次一个光层的通过具体每层。某个光层一旦被摧毁则其在法术持续时间内保持被摧毁状态。反魔法力场antimagic field无法对法墙生效，法术解除魔法dispel magic只对紫墙有效。秩序效果1红色。 失败豁免： 承受12d6点火焰伤害。成功的豁免： 承受一半的伤害。额外效果 非魔法远程攻击无法穿过这一层，如果它至少承受25点寒冷伤害，则这一层被摧毁。2橙色。 失败豁免： 12d6酸液伤害。成功的豁免： 伤害减半。附加效果： 魔法远程攻击不能穿过这一层，这一层可以被强风（如造风术所创造的）破坏。3黄色。 失败豁免： 承受12d6点闪电伤害。成功的豁免： 承受一半的伤害。附加效果： 如果这一层至少承受60点力量伤害，它将被摧毁。4绿色。 失败豁免： 12d6毒素伤害。成功的豁免： 伤害减半。附加效果： 一个穿墙术法术，或另一个等级相同或更高的可以打开固体表面的传送门的法术，可以破坏这一层。5蓝色。 失败豁免： 承受12d6点寒冷伤害。成功的豁免： 承受一半的伤害。附加效果： 如果这一层至少承受25点火焰伤害，它将被摧毁。6靛蓝色。 失败豁免： 目标获得束缚状态，并在其每个回合结束时进行一次体质豁免检定。如果它成功豁免三次，该状态结束。如果它失败三次，它将获得石化状态，直到被像高等复原术法术这样的效果解除。成功和失败不必连续；在目标收集到三种同类结果之前，需要跟踪两者。附加效果： 法术不能通过这一层施放，这一层会被昼明术法术散发的明亮光照破坏。7紫罗兰色。 失败豁免： 目标处于目盲状态，并在你的下一回合开始时进行一次智慧豁免。如果豁免成功，该状态结束。如果豁免失败，该状态结束，生物被传送到另一个存在平面（由DM选择）。附加效果： 这一层被解除魔法破坏。",""
